date,nominal broad dollar,real broad dollar,10 yr yield,sp 500,opec oil production,world oil production,opec oil price index,usa industrial production,brent price (nominal)
1992-04-30,71.485,91.6638,7.583,414.95,23500,64866,2.54,62.9199,
1992-05-01,71.444,91.6638,7.55,412.53,23500,64866,2.54,62.9199,
1992-05-04,71.4841,91.6638,7.555,416.91,23500,64866,2.54,62.9199,
1992-05-05,71.509,91.6638,7.522,416.84,23500,64866,2.54,62.9199,
1992-05-06,71.4019,91.6638,7.471,416.79,23500,64866,2.54,62.9199,
1992-05-07,71.4945,91.6638,7.464,415.85,23500,64866,2.54,62.9199,
1992-05-08,71.7078,91.6638,7.408,416.05,23500,64866,2.54,62.9199,
1992-05-11,71.6882,91.6638,7.388,418.49,23500,64866,2.54,62.9199,
1992-05-12,71.1602,91.6638,7.359,416.29,23500,64866,2.54,62.9199,
1992-05-13,71.1097,91.6638,7.359,416.45,23500,64866,2.54,62.9199,
1992-05-14,70.9452,91.6638,7.352,413.14,23500,64866,2.54,62.9199,
1992-05-15,70.9975,91.6638,7.29,410.09,23500,64866,2.54,62.9199,
1992-05-18,70.5647,91.6638,7.272,412.81,23500,64866,2.54,62.9199,
1992-05-19,70.515,91.6638,7.2,416.37,23500,64866,2.54,62.9199,
1992-05-20,70.6874,91.6638,7.257,415.39,23500,64866,2.54,62.9199,
1992-05-21,70.9174,91.6638,7.387,412.6,23500,64866,2.54,62.9199,
1992-05-22,70.8951,91.6638,7.345,414.02,23500,64866,2.54,62.9199,
1992-05-25,70.8954,91.6638,7.332,414.02,23500,64866,2.54,62.9199,
1992-05-26,70.816,91.6638,7.445,411.41,23500,64866,2.54,62.9199,
1992-05-27,71.1877,91.6638,7.421,412.17,23500,64866,2.54,62.9199,
1992-05-28,71.0899,91.6638,7.358,416.74,23500,64866,2.54,62.9199,
1992-05-29,70.6567,91.6638,7.318,415.35,23500,64866,2.54,62.9199,
1992-06-01,70.9237,90.8526,7.373,417.3,23730,64866,2.54,63.1268,
1992-06-02,70.8913,90.8526,7.338,413.5,23730,64866,2.54,63.1268,
1992-06-03,70.8937,90.8526,7.342,414.59,23730,64866,2.54,63.1268,
1992-06-04,70.773,90.8526,7.342,413.26,23730,64866,2.54,63.1268,
1992-06-05,70.5086,90.8526,7.304,413.48,23730,64866,2.54,63.1268,
1992-06-08,70.581,90.8526,7.308,413.36,23730,64866,2.54,63.1268,
1992-06-09,70.6195,90.8526,7.33,410.06,23730,64866,2.54,63.1268,
1992-06-10,70.6458,90.8526,7.353,407.25,23730,64866,2.54,63.1268,
1992-06-11,70.3755,90.8526,7.315,409.05,23730,64866,2.54,63.1268,
1992-06-12,70.3088,90.8526,7.278,409.76,23730,64866,2.54,63.1268,
1992-06-15,70.2621,90.8526,7.274,410.29,23730,64866,2.54,63.1268,
1992-06-16,70.2403,90.8526,7.226,408.32,23730,64866,2.54,63.1268,
1992-06-17,70.3965,90.8526,7.212,402.26,23730,64866,2.54,63.1268,
1992-06-18,70.2176,90.8526,7.184,400.96,23730,64866,2.54,63.1268,
1992-06-19,70.3227,90.8526,7.234,403.67,23730,64866,2.54,63.1268,
1992-06-22,70.2493,90.8526,7.234,403.4,23730,64866,2.54,63.1268,
1992-06-23,70.2748,90.8526,7.23,404.04,23730,64866,2.54,63.1268,
1992-06-24,70.0461,90.8526,7.196,403.83,23730,64866,2.54,63.1268,
1992-06-25,69.7632,90.8526,7.139,403.12,23730,64866,2.54,63.1268,
1992-06-26,69.7291,90.8526,7.145,403.45,23730,64866,2.54,63.1268,
1992-06-29,69.4411,90.8526,7.104,408.94,23730,64866,2.54,63.1268,
1992-06-30,69.6136,89.533,7.121,408.14,23820,64866,2.52,63.1624,
1992-07-01,69.6828,89.533,7.082,412.88,23820,64866,2.52,63.1624,
1992-07-02,69.6125,89.533,6.925,411.77,23820,64866,2.52,63.1624,
1992-07-03,69.6571,89.533,6.923,411.77,23820,64866,2.52,63.1624,
1992-07-06,69.5621,89.533,6.892,413.84,23820,64866,2.52,63.1624,
1992-07-07,69.3502,89.533,6.847,409.16,23820,64866,2.52,63.1624,
1992-07-08,69.3087,89.533,6.892,410.28,23820,64866,2.52,63.1624,
1992-07-09,69.7071,89.533,6.879,414.23,23820,64866,2.52,63.1624,
1992-07-10,69.3751,89.533,6.917,414.62,23820,64866,2.52,63.1624,
1992-07-13,69.1666,89.533,6.965,414.87,23820,64866,2.52,63.1624,
1992-07-14,69.4441,89.533,6.958,417.68,23820,64866,2.52,63.1624,
1992-07-15,69.2079,89.533,6.876,417.1,23820,64866,2.52,63.1624,
1992-07-16,69.1582,89.533,6.854,417.54,23820,64866,2.52,63.1624,
1992-07-17,68.843,89.533,6.897,415.62,23820,64866,2.52,63.1624,
1992-07-20,69.1985,89.533,6.893,413.75,23820,64866,2.52,63.1624,
1992-07-21,69.3517,89.533,6.877,413.76,23820,64866,2.52,63.1624,
1992-07-22,69.4784,89.533,6.836,410.93,23820,64866,2.52,63.1624,
1992-07-23,69.3611,89.533,6.704,412.08,23820,64866,2.52,63.1624,
1992-07-24,69.7094,89.533,6.735,411.6,23820,64866,2.52,63.1624,
1992-07-27,69.4686,89.533,6.671,411.54,23820,64866,2.52,63.1624,
1992-07-28,69.3172,89.533,6.616,417.52,23820,64866,2.52,63.1624,
1992-07-29,69.4659,89.533,6.618,422.23,23820,64866,2.52,63.1624,
1992-07-30,69.3553,89.533,6.658,423.92,23820,64866,2.52,63.1624,
1992-07-31,69.3402,88.1628,6.709,424.21,24325,64866,2.52,63.7348,
1992-08-03,69.4505,88.1628,6.712,425.09,24325,64866,2.52,63.7348,
1992-08-04,69.4658,88.1628,6.632,424.36,24325,64866,2.52,63.7348,
1992-08-05,69.5167,88.1628,6.604,422.19,24325,64866,2.52,63.7348,
1992-08-06,69.6662,88.1628,6.634,420.59,24325,64866,2.52,63.7348,
1992-08-07,69.3835,88.1628,6.555,418.88,24325,64866,2.52,63.7348,
1992-08-10,69.521,88.1628,6.503,419.42,24325,64866,2.52,63.7348,
1992-08-11,69.564,88.1628,6.463,418.9,24325,64866,2.52,63.7348,
1992-08-12,69.5409,88.1628,6.509,417.78,24325,64866,2.52,63.7348,
1992-08-13,69.4454,88.1628,6.573,417.73,24325,64866,2.52,63.7348,
1992-08-14,69.4935,88.1628,6.517,419.91,24325,64866,2.52,63.7348,
1992-08-17,69.3822,88.1628,6.525,420.74,24325,64866,2.52,63.7348,
1992-08-18,69.4134,88.1628,6.476,421.34,24325,64866,2.52,63.7348,
1992-08-19,69.3473,88.1628,6.456,418.18,24325,64866,2.52,63.7348,
1992-08-20,69.2268,88.1628,6.465,418.26,24325,64866,2.52,63.7348,
1992-08-21,69.0736,88.1628,6.519,414.85,24325,64866,2.52,63.7348,
1992-08-24,68.4418,88.1628,6.689,410.72,24325,64866,2.52,63.7348,
1992-08-25,68.4491,88.1628,6.74,411.61,24325,64866,2.52,63.7348,
1992-08-26,68.5274,88.1628,6.652,413.51,24325,64866,2.52,63.7348,
1992-08-27,68.6249,88.1628,6.619,413.53,24325,64866,2.52,63.7348,
1992-08-28,68.4072,88.1628,6.63,414.84,24325,64866,2.52,63.7348,
1992-08-31,68.2805,87.5274,6.604,414.03,24430,64866,2.52,63.3802,
1992-09-01,68.3763,87.5274,6.549,416.07,24430,64866,2.52,63.3802,
1992-09-02,68.3469,87.5274,6.534,417.98,24430,64866,2.52,63.3802,
1992-09-03,68.7479,87.5274,6.521,417.98,24430,64866,2.52,63.3802,
1992-09-04,68.5992,87.5274,6.398,417.08,24430,64866,2.52,63.3802,
1992-09-07,68.6075,87.5274,6.398,417.08,24430,64866,2.52,63.3802,
1992-09-08,68.4897,87.5274,6.293,414.44,24430,64866,2.52,63.3802,
1992-09-09,68.9577,87.5274,6.335,416.36,24430,64866,2.52,63.3802,
1992-09-10,68.9976,87.5274,6.305,419.95,24430,64866,2.52,63.3802,
1992-09-11,69.6921,87.5274,6.359,419.58,24430,64866,2.52,63.3802,
1992-09-14,70.0885,87.5274,6.307,425.27,24430,64866,2.52,63.3802,
1992-09-15,70.285,87.5274,6.372,419.77,24430,64866,2.52,63.3802,
1992-09-16,70.9365,87.5274,6.382,419.92,24430,64866,2.52,63.3802,
1992-09-17,70.6216,87.5274,6.387,419.93,24430,64866,2.52,63.3802,
1992-09-18,70.9783,87.5274,6.406,422.93,24430,64866,2.52,63.3802,
1992-09-21,70.9267,87.5274,6.41,422.14,24430,64866,2.52,63.3802,
1992-09-22,70.7876,87.5274,6.51,417.14,24430,64866,2.52,63.3802,
1992-09-23,70.8729,87.5274,6.558,417.44,24430,64866,2.52,63.3802,
1992-09-24,70.7655,87.5274,6.467,418.47,24430,64866,2.52,63.3802,
1992-09-25,70.6794,87.5274,6.406,414.35,24430,64866,2.52,63.3802,
1992-09-28,70.2832,87.5274,6.352,416.62,24430,64866,2.52,63.3802,
1992-09-29,69.9964,87.5274,6.369,416.8,24430,64866,2.52,63.3802,
1992-09-30,69.8474,87.9316,6.354,417.8,24750,64866,2.15,63.5834,
1992-10-01,70.367,87.9316,6.241,416.29,24750,64866,2.15,63.5834,
1992-10-02,70.3448,87.9316,6.245,410.47,24750,64866,2.15,63.5834,
1992-10-05,70.406,87.9316,6.23,407.57,24750,64866,2.15,63.5834,
1992-10-06,70.6275,87.9316,6.287,407.18,24750,64866,2.15,63.5834,
1992-10-07,70.7541,87.9316,6.447,404.25,24750,64866,2.15,63.5834,
1992-10-08,71.1996,87.9316,6.397,407.75,24750,64866,2.15,63.5834,
1992-10-09,71.4706,87.9316,6.513,402.66,24750,64866,2.15,63.5834,
1992-10-12,71.4692,87.9316,6.495,407.44,24750,64866,2.15,63.5834,
1992-10-13,71.1964,87.9316,6.504,409.3,24750,64866,2.15,63.5834,
1992-10-14,71.0904,87.9316,6.497,409.37,24750,64866,2.15,63.5834,
1992-10-15,70.9163,87.9316,6.521,409.6,24750,64866,2.15,63.5834,
1992-10-16,71.2566,87.9316,6.587,411.73,24750,64866,2.15,63.5834,
1992-10-19,71.3758,87.9316,6.694,414.98,24750,64866,2.15,63.5834,
1992-10-20,71.9343,87.9316,6.883,415.48,24750,64866,2.15,63.5834,
1992-10-21,71.8091,87.9316,6.752,415.67,24750,64866,2.15,63.5834,
1992-10-22,71.7556,87.9316,6.756,414.9,24750,64866,2.15,63.5834,
1992-10-23,72.152,87.9316,6.811,414.1,24750,64866,2.15,63.5834,
1992-10-26,72.3408,87.9316,6.824,418.16,24750,64866,2.15,63.5834,
1992-10-27,72.2712,87.9316,6.759,418.49,24750,64866,2.15,63.5834,
1992-10-28,72.3499,87.9316,6.737,420.13,24750,64866,2.15,63.5834,
1992-10-29,72.4924,87.9316,6.679,420.86,24750,64866,2.15,63.5834,
1992-10-30,72.5182,87.9316,6.789,418.68,24750,64866,2.15,63.5834,
1992-11-02,73.2268,89.6709,6.876,422.75,25020,64866,2.15,64.0178,
1992-11-03,72.9548,89.6709,6.852,419.92,25020,64866,2.15,64.0178,
1992-11-04,73.099,89.6709,6.87,417.11,25020,64866,2.15,64.0178,
1992-11-05,73.2773,89.6709,6.852,418.34,25020,64866,2.15,64.0178,
1992-11-06,73.5503,89.6709,6.967,417.58,25020,64866,2.15,64.0178,
1992-11-09,73.6955,89.6709,6.974,418.59,25020,64866,2.15,64.0178,
1992-11-10,73.9514,89.6709,6.871,418.62,25020,64866,2.15,64.0178,
1992-11-11,73.9486,89.6709,6.851,422.2,25020,64866,2.15,64.0178,
1992-11-12,73.7835,89.6709,6.776,422.87,25020,64866,2.15,64.0178,
1992-11-13,73.3864,89.6709,6.817,422.43,25020,64866,2.15,64.0178,
1992-11-16,73.9803,89.6709,6.881,420.68,25020,64866,2.15,64.0178,
1992-11-17,74.1095,89.6709,6.831,419.27,25020,64866,2.15,64.0178,
1992-11-18,74.0903,89.6709,6.763,422.85,25020,64866,2.15,64.0178,
1992-11-19,73.8579,89.6709,6.82,423.61,25020,64866,2.15,64.0178,
1992-11-20,74.2218,89.6709,6.831,426.65,25020,64866,2.15,64.0178,
1992-11-23,74.4262,89.6709,6.849,425.12,25020,64866,2.15,64.0178,
1992-11-24,74.4573,89.6709,6.802,427.59,25020,64866,2.15,64.0178,
1992-11-25,74.2399,89.6709,6.832,429.19,25020,64866,2.15,64.0178,
1992-11-26,74.2415,89.6709,6.827,429.19,25020,64866,2.15,64.0178,
1992-11-27,74.4759,89.6709,6.914,430.16,25020,64866,2.15,64.0178,
1992-11-30,74.4603,92.3204,6.937,431.35,25220,64866,2.15,64.2628,
1992-12-01,74.5392,92.3204,6.93,430.78,25220,64866,2.15,64.2628,
1992-12-02,74.3456,92.3204,6.914,429.89,25220,64866,2.15,64.2628,
1992-12-03,74.3506,92.3204,6.905,429.91,25220,64866,2.15,64.2628,
1992-12-04,74.577,92.3204,6.819,432.06,25220,64866,2.15,64.2628,
1992-12-07,74.1319,92.3204,6.783,435.31,25220,64866,2.15,64.2628,
1992-12-08,73.9215,92.3204,6.719,436.99,25220,64866,2.15,64.2628,
1992-12-09,74.1781,92.3204,6.747,435.65,25220,64866,2.15,64.2628,
1992-12-10,74.2917,92.3204,6.742,434.64,25220,64866,2.15,64.2628,
1992-12-11,74.3161,92.3204,6.792,433.73,25220,64866,2.15,64.2628,
1992-12-14,74.2033,92.3204,6.833,432.84,25220,64866,2.15,64.2628,
1992-12-15,74.2854,92.3204,6.802,432.57,25220,64866,2.15,64.2628,
1992-12-16,74.0285,92.3204,6.756,431.52,25220,64866,2.15,64.2628,
1992-12-17,74.0826,92.3204,6.741,435.43,25220,64866,2.15,64.2628,
1992-12-18,74.1699,92.3204,6.741,441.28,25220,64866,2.15,64.2628,
1992-12-21,74.0614,92.3204,6.702,440.7,25220,64866,2.15,64.2628,
1992-12-22,74.296,92.3204,6.628,440.31,25220,64866,2.15,64.2628,
1992-12-23,74.445,92.3204,6.664,439.03,25220,64866,2.15,64.2628,
1992-12-24,74.502,92.3204,6.674,439.77,25220,64866,2.15,64.2628,
1992-12-25,74.502,92.3204,6.676,439.77,25220,64866,2.15,64.2628,
1992-12-28,74.7301,92.3204,6.714,439.15,25220,64866,2.15,64.2628,
1992-12-29,74.8587,92.3204,6.672,437.98,25220,64866,2.15,64.2628,
1992-12-30,74.8855,92.3204,6.665,438.82,25220,64866,2.15,64.2628,
1992-12-31,74.9972,92.4795,6.686,435.71,25030,65704,1.23,64.3599,
1993-01-01,75.334,92.4795,6.686,435.71,25030,65704,1.23,64.3599,
1993-01-04,75.7428,92.4795,6.575,435.38,25030,65704,1.23,64.3599,
1993-01-05,75.4914,92.4795,6.575,434.34,25030,65704,1.23,64.3599,
1993-01-06,75.6192,92.4795,6.625,434.52,25030,65704,1.23,64.3599,
1993-01-07,75.678,92.4795,6.743,430.73,25030,65704,1.23,64.3599,
1993-01-08,75.7103,92.4795,6.731,429.05,25030,65704,1.23,64.3599,
1993-01-11,75.4621,92.4795,6.668,430.95,25030,65704,1.23,64.3599,
1993-01-12,75.598,92.4795,6.702,431.04,25030,65704,1.23,64.3599,
1993-01-13,75.7386,92.4795,6.68,433.03,25030,65704,1.23,64.3599,
1993-01-14,75.5405,92.4795,6.619,435.94,25030,65704,1.23,64.3599,
1993-01-15,75.7556,92.4795,6.585,437.15,25030,65704,1.23,64.3599,
1993-01-18,75.7553,92.4795,6.594,436.84,25030,65704,1.23,64.3599,
1993-01-19,75.3636,92.4795,6.57,435.13,25030,65704,1.23,64.3599,
1993-01-20,75.2981,92.4795,6.597,433.37,25030,65704,1.23,64.3599,
1993-01-21,75.5799,92.4795,6.572,435.49,25030,65704,1.23,64.3599,
1993-01-22,75.2364,92.4795,6.539,436.11,25030,65704,1.23,64.3599,
1993-01-25,74.7615,92.4795,6.438,440.01,25030,65704,1.23,64.3599,
1993-01-26,74.8042,92.4795,6.487,439.95,25030,65704,1.23,64.3599,
1993-01-27,75.0316,92.4795,6.461,438.11,25030,65704,1.23,64.3599,
1993-01-28,75.0768,92.4795,6.392,438.66,25030,65704,1.23,64.3599,
1993-01-29,75.4857,92.4795,6.359,438.78,25030,65704,1.23,64.3599,
1993-02-01,76.1545,93.4411,6.37,442.52,24970,65704,1.23,64.6135,
1993-02-02,76.2204,93.4411,6.432,442.56,24970,65704,1.23,64.6135,
1993-02-03,76.3182,93.4411,6.41,447.2,24970,65704,1.23,64.6135,
1993-02-04,76.3318,93.4411,6.374,449.56,24970,65704,1.23,64.6135,
1993-02-05,76.3182,93.4411,6.306,448.93,24970,65704,1.23,64.6135,
1993-02-08,76.3742,93.4411,6.363,447.85,24970,65704,1.23,64.6135,
1993-02-09,76.1547,93.4411,6.388,445.33,24970,65704,1.23,64.6135,
1993-02-10,76.1576,93.4411,6.457,446.23,24970,65704,1.23,64.6135,
1993-02-11,76.0206,93.4411,6.365,447.66,24970,65704,1.23,64.6135,
1993-02-12,76.0892,93.4411,6.331,444.58,24970,65704,1.23,64.6135,
1993-02-15,76.0938,93.4411,6.324,444.58,24970,65704,1.23,64.6135,
1993-02-16,75.6269,93.4411,6.335,433.91,24970,65704,1.23,64.6135,
1993-02-17,75.6254,93.4411,6.275,433.3,24970,65704,1.23,64.6135,
1993-02-18,75.676,93.4411,6.148,431.9,24970,65704,1.23,64.6135,
1993-02-19,75.587,93.4411,6.152,434.22,24970,65704,1.23,64.6135,
1993-02-22,75.2954,93.4411,6.072,435.24,24970,65704,1.23,64.6135,
1993-02-23,75.1032,93.4411,5.9,434.8,24970,65704,1.23,64.6135,
1993-02-24,75.3513,93.4411,6.026,440.87,24970,65704,1.23,64.6135,
1993-02-25,75.4579,93.4411,6.028,442.34,24970,65704,1.23,64.6135,
1993-02-26,75.5627,93.4411,6.02,443.38,24970,65704,1.23,64.6135,
1993-03-01,75.9782,93.4857,5.951,442.01,25350,65704,1.23,64.9262,
1993-03-02,75.7613,93.4857,5.934,447.9,25350,65704,1.23,64.9262,
1993-03-03,75.7106,93.4857,5.88,449.26,25350,65704,1.23,64.9262,
1993-03-04,75.4856,93.4857,5.825,447.34,25350,65704,1.23,64.9262,
1993-03-05,75.9209,93.4857,5.862,446.11,25350,65704,1.23,64.9262,
1993-03-08,75.7126,93.4857,5.851,454.71,25350,65704,1.23,64.9262,
1993-03-09,75.9639,93.4857,5.911,454.4,25350,65704,1.23,64.9262,
1993-03-10,76.0169,93.4857,5.956,456.33,25350,65704,1.23,64.9262,
1993-03-11,75.9214,93.4857,5.992,453.72,25350,65704,1.23,64.9262,
1993-03-12,75.9578,93.4857,6.113,449.83,25350,65704,1.23,64.9262,
1993-03-15,76.0707,93.4857,6.134,451.43,25350,65704,1.23,64.9262,
1993-03-16,75.9157,93.4857,6.063,451.37,25350,65704,1.23,64.9262,
1993-03-17,75.9583,93.4857,6.002,448.31,25350,65704,1.23,64.9262,
1993-03-18,75.6867,93.4857,5.887,451.89,25350,65704,1.23,64.9262,
1993-03-19,75.3187,93.4857,5.962,450.18,25350,65704,1.23,64.9262,
1993-03-22,75.3162,93.4857,5.935,448.88,25350,65704,1.23,64.9262,
1993-03-23,75.3435,93.4857,5.908,448.76,25350,65704,1.23,64.9262,
1993-03-24,75.4249,93.4857,5.962,448.07,25350,65704,1.23,64.9262,
1993-03-25,75.6075,93.4857,5.982,450.88,25350,65704,1.23,64.9262,
1993-03-26,75.3547,93.4857,6.091,447.78,25350,65704,1.23,64.9262,
1993-03-29,75.4224,93.4857,6.028,450.77,25350,65704,1.23,64.9262,
1993-03-30,75.3357,93.4857,6.015,451.97,25350,65704,1.23,64.9262,
1993-03-31,75.1033,92.6328,6.024,451.67,24390,65704,1.15,64.8627,
1993-04-01,75.0808,92.6328,6.051,450.3,24390,65704,1.15,64.8627,
1993-04-02,75.3043,92.6328,6.155,441.39,24390,65704,1.15,64.8627,
1993-04-05,75.0925,92.6328,6.112,442.29,24390,65704,1.15,64.8627,
1993-04-06,75.2471,92.6328,6.07,441.16,24390,65704,1.15,64.8627,
1993-04-07,75.2653,92.6328,6.061,442.73,24390,65704,1.15,64.8627,
1993-04-08,75.0465,92.6328,5.96,441.84,24390,65704,1.15,64.8627,
1993-04-09,75.0226,92.6328,5.964,441.84,24390,65704,1.15,64.8627,
1993-04-12,74.8057,92.6328,5.914,448.37,24390,65704,1.15,64.8627,
1993-04-13,74.6608,92.6328,5.914,449.22,24390,65704,1.15,64.8627,
1993-04-14,74.8654,92.6328,5.887,448.66,24390,65704,1.15,64.8627,
1993-04-15,74.9139,92.6328,5.868,448.4,24390,65704,1.15,64.8627,
1993-04-16,74.9578,92.6328,5.884,448.94,24390,65704,1.15,64.8627,
1993-04-19,74.5426,92.6328,5.857,447.46,24390,65704,1.15,64.8627,
1993-04-20,74.5071,92.6328,5.864,445.1,24390,65704,1.15,64.8627,
1993-04-21,74.6039,92.6328,5.851,443.63,24390,65704,1.15,64.8627,
1993-04-22,74.5096,92.6328,5.853,439.46,24390,65704,1.15,64.8627,
1993-04-23,74.2501,92.6328,5.888,437.03,24390,65704,1.15,64.8627,
1993-04-26,73.9669,92.6328,5.947,433.54,24390,65704,1.15,64.8627,
1993-04-27,74.3823,92.6328,6.029,438.01,24390,65704,1.15,64.8627,
1993-04-28,74.5851,92.6328,6.029,438.02,24390,65704,1.15,64.8627,
1993-04-29,74.5041,92.6328,5.967,438.89,24390,65704,1.15,64.8627,
1993-04-30,74.4962,91.1043,6.009,440.19,24080,65704,1.15,65.0423,
1993-05-03,74.8033,91.1043,5.944,442.46,24080,65704,1.15,65.0423,
1993-05-04,74.663,91.1043,5.898,444.05,24080,65704,1.15,65.0423,
1993-05-05,74.7739,91.1043,5.881,444.52,24080,65704,1.15,65.0423,
1993-05-06,74.6388,91.1043,5.87,443.26,24080,65704,1.15,65.0423,
1993-05-07,74.7193,91.1043,5.897,442.31,24080,65704,1.15,65.0423,
1993-05-10,75.1924,91.1043,5.876,442.8,24080,65704,1.15,65.0423,
1993-05-11,75.2155,91.1043,5.872,444.36,24080,65704,1.15,65.0423,
1993-05-12,75.3459,91.1043,5.918,444.8,24080,65704,1.15,65.0423,
1993-05-13,75.4004,91.1043,6.009,439.23,24080,65704,1.15,65.0423,
1993-05-14,75.1774,91.1043,6.015,439.56,24080,65704,1.15,65.0423,
1993-05-17,75.3961,91.1043,6.049,440.37,24080,65704,1.15,65.0423,
1993-05-18,75.497,91.1043,6.123,440.32,24080,65704,1.15,65.0423,
1993-05-19,75.2476,91.1043,6.066,447.57,24080,65704,1.15,65.0423,
1993-05-20,75.1039,91.1043,6.085,450.59,24080,65704,1.15,65.0423,
1993-05-21,75.2313,91.1043,6.138,445.84,24080,65704,1.15,65.0423,
1993-05-24,75.2803,91.1043,6.17,448,24080,65704,1.15,65.0423,
1993-05-25,75.0669,91.1043,6.164,448.85,24080,65704,1.15,65.0423,
1993-05-26,75.0514,91.1043,6.078,453.44,24080,65704,1.15,65.0423,
1993-05-27,74.7849,91.1043,6.104,452.41,24080,65704,1.15,65.0423,
1993-05-28,74.5277,91.1043,6.149,450.19,24080,65704,1.15,65.0423,
1993-05-31,74.5613,91.0659,6.149,450.19,24170,65704,1.15,64.8006,
1993-06-01,74.9728,91.0659,6.05,453.83,24170,65704,1.15,64.8006,
1993-06-02,75.0756,91.0659,6.031,453.85,24170,65704,1.15,64.8006,
1993-06-03,75.1051,91.0659,6.003,452.49,24170,65704,1.15,64.8006,
1993-06-04,75.5008,91.0659,6.089,450.06,24170,65704,1.15,64.8006,
1993-06-07,75.4109,91.0659,6.056,447.69,24170,65704,1.15,64.8006,
1993-06-08,75.3775,91.0659,6.089,444.71,24170,65704,1.15,64.8006,
1993-06-09,75.507,91.0659,6.054,445.78,24170,65704,1.15,64.8006,
1993-06-10,75.3906,91.0659,6.048,445.38,24170,65704,1.15,64.8006,
1993-06-11,75.2488,91.0659,5.963,447.26,24170,65704,1.15,64.8006,
1993-06-14,75.1731,91.0659,5.965,447.71,24170,65704,1.15,64.8006,
1993-06-15,75.378,91.0659,5.939,446.27,24170,65704,1.15,64.8006,
1993-06-16,75.7862,91.0659,5.929,447.43,24170,65704,1.15,64.8006,
1993-06-17,75.691,91.0659,5.926,448.54,24170,65704,1.15,64.8006,
1993-06-18,76.2833,91.0659,5.937,443.68,24170,65704,1.15,64.8006,
1993-06-21,76.6109,91.0659,5.905,446.22,24170,65704,1.15,64.8006,
1993-06-22,76.8081,91.0659,5.886,445.93,24170,65704,1.15,64.8006,
1993-06-23,76.5817,91.0659,5.88,443.19,24170,65704,1.15,64.8006,
1993-06-24,76.7843,91.0659,5.854,446.62,24170,65704,1.15,64.8006,
1993-06-25,76.3306,91.0659,5.81,447.6,24170,65704,1.15,64.8006,
1993-06-28,76.2495,91.0659,5.776,451.85,24170,65704,1.15,64.8006,
1993-06-29,76.2442,91.0659,5.761,450.69,24170,65704,1.15,64.8006,
1993-06-30,76.354,91.2264,5.776,450.53,24290,65704,0.47,64.9476,
1993-07-01,76.8214,91.2264,5.78,449.02,24290,65704,0.47,64.9476,
1993-07-02,76.8648,91.2264,5.744,445.84,24290,65704,0.47,64.9476,
1993-07-05,76.8657,91.2264,5.748,445.84,24290,65704,0.47,64.9476,
1993-07-06,76.8238,91.2264,5.78,441.43,24290,65704,0.47,64.9476,
1993-07-07,76.8758,91.2264,5.778,442.83,24290,65704,0.47,64.9476,
1993-07-08,76.9389,91.2264,5.752,448.64,24290,65704,0.47,64.9476,
1993-07-09,77.2409,91.2264,5.737,448.13,24290,65704,0.47,64.9476,
1993-07-12,77.3625,91.2264,5.729,448.98,24290,65704,0.47,64.9476,
1993-07-13,77.066,91.2264,5.744,448.09,24290,65704,0.47,64.9476,
1993-07-14,76.9811,91.2264,5.706,450.08,24290,65704,0.47,64.9476,
1993-07-15,77.1674,91.2264,5.706,449.22,24290,65704,0.47,64.9476,
1993-07-16,77.0947,91.2264,5.687,445.75,24290,65704,0.47,64.9476,
1993-07-19,76.9534,91.2264,5.689,446.03,24290,65704,0.47,64.9476,
1993-07-20,76.9935,91.2264,5.732,447.31,24290,65704,0.47,64.9476,
1993-07-21,76.8706,91.2264,5.831,447.18,24290,65704,0.47,64.9476,
1993-07-22,76.8274,91.2264,5.888,444.51,24290,65704,0.47,64.9476,
1993-07-23,76.9411,91.2264,5.931,447.1,24290,65704,0.47,64.9476,
1993-07-26,77.0388,91.2264,5.899,449.09,24290,65704,0.47,64.9476,
1993-07-27,77.0749,91.2264,5.895,448.24,24290,65704,0.47,64.9476,
1993-07-28,76.838,91.2264,5.875,447.19,24290,65704,0.47,64.9476,
1993-07-29,77.2078,91.2264,5.784,450.24,24290,65704,0.47,64.9476,
1993-07-30,77.0796,91.2264,5.807,448.13,24290,65704,0.47,64.9476,
1993-08-02,77.1936,91.9336,5.831,450.15,24590,65704,0.47,65.1142,
1993-08-03,77.0522,91.9336,5.807,449.27,24590,65704,0.47,65.1142,
1993-08-04,77.0884,91.9336,5.871,448.54,24590,65704,0.47,65.1142,
1993-08-05,77.1408,91.9336,5.843,448.13,24590,65704,0.47,65.1142,
1993-08-06,77.0744,91.9336,5.834,448.68,24590,65704,0.47,65.1142,
1993-08-09,77.182,91.9336,5.796,450.72,24590,65704,0.47,65.1142,
1993-08-10,77.3227,91.9336,5.805,449.45,24590,65704,0.47,65.1142,
1993-08-11,77.3936,91.9336,5.771,450.46,24590,65704,0.47,65.1142,
1993-08-12,77.5183,91.9336,5.767,448.96,24590,65704,0.47,65.1142,
1993-08-13,77.4331,91.9336,5.713,450.14,24590,65704,0.47,65.1142,
1993-08-16,76.9856,91.9336,5.679,452.38,24590,65704,0.47,65.1142,
1993-08-17,77.0468,91.9336,5.704,453.13,24590,65704,0.47,65.1142,
1993-08-18,76.9116,91.9336,5.675,456.04,24590,65704,0.47,65.1142,
1993-08-19,77.2105,91.9336,5.614,456.43,24590,65704,0.47,65.1142,
