date,nominal broad dollar,real broad dollar,10 yr yield,sp 500,opec oil production,world oil production,opec oil price index,usa industrial production,brent price (nominal)
1983-01-03,44.317,110.1959,10.322,138.34,18760,57238,1.21,46.8713,
1983-01-04,44.2021,110.1959,10.372,141.35,18760,57238,1.21,46.8713,
1983-01-05,44.1055,110.1959,10.352,141.96,18760,57238,1.21,46.8713,
1983-01-06,44.1677,110.1959,10.392,145.27,18760,57238,1.21,46.8713,
1983-01-07,44.0661,110.1959,10.362,145.18,18760,57238,1.21,46.8713,
1983-01-10,43.9582,110.1959,10.382,146.78,18760,57238,1.21,46.8713,
1983-01-11,44.0714,110.1959,10.342,145.78,18760,57238,1.21,46.8713,
1983-01-12,44.2173,110.1959,10.322,146.69,18760,57238,1.21,46.8713,
1983-01-13,44.0623,110.1959,10.272,145.72,18760,57238,1.21,46.8713,
1983-01-14,44.181,110.1959,10.282,146.65,18760,57238,1.21,46.8713,
1983-01-17,44.1503,110.1959,10.282,146.71,18760,57238,1.21,46.8713,
1983-01-18,44.4352,110.1959,10.302,146.4,18760,57238,1.21,46.8713,
1983-01-19,44.6123,110.1959,10.412,145.27,18760,57238,1.21,46.8713,
1983-01-20,44.6616,110.1959,10.432,146.29,18760,57238,1.21,46.8713,
1983-01-21,44.8099,110.1959,10.612,143.85,18760,57238,1.21,46.8713,
1983-01-24,45.1321,110.1959,10.702,139.97,18760,57238,1.21,46.8713,
1983-01-25,44.871,110.1959,10.622,141.75,18760,57238,1.21,46.8713,
1983-01-26,44.8471,110.1959,10.692,141.54,18760,57238,1.21,46.8713,
1983-01-27,44.8816,110.1959,10.672,144.27,18760,57238,1.21,46.8713,
1983-01-28,44.9206,110.1959,10.712,144.51,18760,57238,1.21,46.8713,
1983-01-31,45.2004,109.7312,10.802,145.3,18760,57238,1.21,47.7398,
1983-02-01,45.5303,109.7312,10.782,142.96,18760,57238,1.21,47.7398,
1983-02-02,45.8102,109.7312,10.882,143.23,18760,57238,1.21,47.7398,
1983-02-03,45.5197,109.7312,10.932,144.26,18760,57238,1.21,47.7398,
1983-02-04,45.5823,109.7312,10.992,146.14,18760,57238,1.21,47.7398,
1983-02-07,45.3554,109.7312,10.962,146.93,18760,57238,1.21,47.7398,
1983-02-08,45.2936,109.7312,10.992,145.7,18760,57238,1.21,47.7398,
1983-02-09,45.2193,109.7312,11.002,145,18760,57238,1.21,47.7398,
1983-02-10,45.0795,109.7312,10.832,147.5,18760,57238,1.21,47.7398,
1983-02-11,45.0395,109.7312,10.802,147.63,18760,57238,1.21,47.7398,
1983-02-14,45.0811,109.7312,10.802,148.92,18760,57238,1.21,47.7398,
1983-02-15,45.0164,109.7312,10.842,148.3,18760,57238,1.21,47.7398,
1983-02-16,44.8507,109.7312,10.812,147.43,18760,57238,1.21,47.7398,
1983-02-17,44.9469,109.7312,10.712,147.44,18760,57238,1.21,47.7398,
1983-02-18,44.9745,109.7312,10.602,148,18760,57238,1.21,47.7398,
1983-02-21,44.9745,109.7312,10.602,148,18760,57238,1.21,47.7398,
1983-02-22,45.0903,109.7312,10.462,145.48,18760,57238,1.21,47.7398,
1983-02-23,45.2048,109.7312,10.442,146.79,18760,57238,1.21,47.7398,
1983-02-24,45.1246,109.7312,10.422,149.6,18760,57238,1.21,47.7398,
1983-02-25,45.1807,109.7312,10.262,149.74,18760,57238,1.21,47.7398,
1983-02-28,45.396,110.7762,10.272,148.06,18760,57238,1.21,47.4484,
1983-03-01,45.8509,110.7762,10.222,150.88,18760,57238,1.21,47.4484,
1983-03-02,45.7345,110.7762,10.262,152.3,18760,57238,1.21,47.4484,
1983-03-03,45.6453,110.7762,10.232,153.48,18760,57238,1.21,47.4484,
1983-03-04,45.5555,110.7762,10.272,153.67,18760,57238,1.21,47.4484,
1983-03-07,45.5071,110.7762,10.432,153.67,18760,57238,1.21,47.4484,
1983-03-08,45.825,110.7762,10.522,151.26,18760,57238,1.21,47.4484,
1983-03-09,45.8335,110.7762,10.482,152.87,18760,57238,1.21,47.4484,
1983-03-10,45.7507,110.7762,10.552,151.8,18760,57238,1.21,47.4484,
1983-03-11,45.8494,110.7762,10.592,151.24,18760,57238,1.21,47.4484,
1983-03-14,45.663,110.7762,10.482,150.83,18760,57238,1.21,47.4484,
1983-03-15,45.63,110.7762,10.462,151.36,18760,57238,1.21,47.4484,
1983-03-16,45.6448,110.7762,10.532,149.8,18760,57238,1.21,47.4484,
1983-03-17,45.7942,110.7762,10.562,149.59,18760,57238,1.21,47.4484,
1983-03-18,45.94,110.7762,10.582,149.9,18760,57238,1.21,47.4484,
1983-03-21,46.1821,110.7762,10.602,151.19,18760,57238,1.21,47.4484,
1983-03-22,46.1087,110.7762,10.622,150.66,18760,57238,1.21,47.4484,
1983-03-23,46.1971,110.7762,10.582,152.81,18760,57238,1.21,47.4484,
1983-03-24,46.1188,110.7762,10.582,153.37,18760,57238,1.21,47.4484,
1983-03-25,46.1096,110.7762,10.642,152.67,18760,57238,1.21,47.4484,
1983-03-28,46.3462,110.7762,10.662,151.85,18760,57238,1.21,47.4484,
1983-03-29,46.3265,110.7762,10.602,151.59,18760,57238,1.21,47.4484,
1983-03-30,46.2735,110.7762,10.592,153.39,18760,57238,1.21,47.4484,
1983-03-31,46.2529,111.3739,10.622,152.96,18760,57238,3.34,47.8426,
1983-04-01,46.6496,111.3739,10.622,152.96,18760,57238,3.34,47.8426,
1983-04-04,46.5758,111.3739,10.602,153.02,18760,57238,3.34,47.8426,
1983-04-05,46.4667,111.3739,10.492,151.89,18760,57238,3.34,47.8426,
1983-04-06,46.3907,111.3739,10.492,151.04,18760,57238,3.34,47.8426,
1983-04-07,46.4726,111.3739,10.512,151.76,18760,57238,3.34,47.8426,
1983-04-08,46.5599,111.3739,10.512,152.85,18760,57238,3.34,47.8426,
1983-04-11,46.4304,111.3739,10.412,155.14,18760,57238,3.34,47.8426,
1983-04-12,46.3968,111.3739,10.422,155.82,18760,57238,3.34,47.8426,
1983-04-13,46.5106,111.3739,10.392,156.77,18760,57238,3.34,47.8426,
1983-04-14,46.4962,111.3739,10.292,158.11,18760,57238,3.34,47.8426,
1983-04-15,46.4338,111.3739,10.332,158.75,18760,57238,3.34,47.8426,
1983-04-18,46.5388,111.3739,10.292,159.74,18760,57238,3.34,47.8426,
1983-04-19,46.5101,111.3739,10.392,158.71,18760,57238,3.34,47.8426,
1983-04-20,46.5679,111.3739,10.392,160.71,18760,57238,3.34,47.8426,
1983-04-21,46.4447,111.3739,10.432,160.05,18760,57238,3.34,47.8426,
1983-04-22,46.4335,111.3739,10.422,160.42,18760,57238,3.34,47.8426,
1983-04-25,46.3318,111.3739,10.402,158.81,18760,57238,3.34,47.8426,
1983-04-26,46.421,111.3739,10.372,161.81,18760,57238,3.34,47.8426,
1983-04-27,46.37,111.3739,10.292,161.44,18760,57238,3.34,47.8426,
1983-04-28,46.5239,111.3739,10.312,162.95,18760,57238,3.34,47.8426,
1983-04-29,46.5326,111.3739,10.272,164.42,18760,57238,3.34,47.8426,
1983-05-02,46.6814,112.5232,10.262,162.11,18760,57238,3.34,48.4483,
1983-05-03,46.6754,112.5232,10.262,162.34,18760,57238,3.34,48.4483,
1983-05-04,46.569,112.5232,10.122,163.31,18760,57238,3.34,48.4483,
1983-05-05,46.5014,112.5232,10.162,164.28,18760,57238,3.34,48.4483,
1983-05-06,46.5018,112.5232,10.132,166.1,18760,57238,3.34,48.4483,
1983-05-09,46.4147,112.5232,10.252,165.81,18760,57238,3.34,48.4483,
1983-05-10,46.4541,112.5232,10.162,165.95,18760,57238,3.34,48.4483,
1983-05-11,46.3289,112.5232,10.182,164.96,18760,57238,3.34,48.4483,
1983-05-12,46.377,112.5232,10.232,164.25,18760,57238,3.34,48.4483,
1983-05-13,46.3916,112.5232,10.222,164.9,18760,57238,3.34,48.4483,
1983-05-16,46.5653,112.5232,10.372,163.4,18760,57238,3.34,48.4483,
1983-05-17,46.6104,112.5232,10.412,163.71,18760,57238,3.34,48.4483,
1983-05-18,46.5772,112.5232,10.432,163.27,18760,57238,3.34,48.4483,
1983-05-19,46.7416,112.5232,10.492,161.99,18760,57238,3.34,48.4483,
1983-05-20,46.701,112.5232,10.542,162.14,18760,57238,3.34,48.4483,
1983-05-23,46.8149,112.5232,10.572,163.43,18760,57238,3.34,48.4483,
1983-05-24,46.8732,112.5232,10.562,165.54,18760,57238,3.34,48.4483,
1983-05-25,46.7623,112.5232,10.582,166.21,18760,57238,3.34,48.4483,
1983-05-26,46.79,112.5232,10.632,165.48,18760,57238,3.34,48.4483,
1983-05-27,46.9032,112.5232,10.622,164.46,18760,57238,3.34,48.4483,
1983-05-30,46.9032,112.5232,10.622,164.46,18760,57238,3.34,48.4483,
1983-05-31,46.9873,112.4326,10.801,162.39,18760,57238,3.34,48.747,
1983-06-01,47.4238,112.4326,10.716,162.55,18760,57238,3.34,48.747,
1983-06-02,47.3509,112.4326,10.748,163.98,18760,57238,3.34,48.747,
1983-06-03,47.449,112.4326,10.801,164.42,18760,57238,3.34,48.747,
1983-06-06,47.6083,112.4326,10.748,164.83,18760,57238,3.34,48.747,
1983-06-07,47.6706,112.4326,10.818,162.77,18760,57238,3.34,48.747,
1983-06-08,47.7,112.4326,10.844,161.36,18760,57238,3.34,48.747,
1983-06-09,47.6979,112.4326,10.834,161.83,18760,57238,3.34,48.747,
1983-06-10,47.6701,112.4326,10.759,162.68,18760,57238,3.34,48.747,
1983-06-13,47.7056,112.4326,10.705,164.84,18760,57238,3.34,48.747,
1983-06-14,47.8494,112.4326,10.727,165.53,18760,57238,3.34,48.747,
1983-06-15,47.8573,112.4326,10.663,167.12,18760,57238,3.34,48.747,
1983-06-16,47.6775,112.4326,10.637,169.14,18760,57238,3.34,48.747,
1983-06-17,47.6338,112.4326,10.706,169.13,18760,57238,3.34,48.747,
1983-06-20,47.5493,112.4326,10.759,169.02,18760,57238,3.34,48.747,
1983-06-21,47.5664,112.4326,10.748,170.53,18760,57238,3.34,48.747,
1983-06-22,47.3646,112.4326,10.866,170.99,18760,57238,3.34,48.747,
1983-06-23,47.4051,112.4326,10.856,170.57,18760,57238,3.34,48.747,
1983-06-24,47.396,112.4326,10.942,170.4,18760,57238,3.34,48.747,
1983-06-27,47.4931,112.4326,11.052,168.46,18760,57238,3.34,48.747,
1983-06-28,47.527,112.4326,10.975,165.68,18760,57238,3.34,48.747,
1983-06-29,47.5708,112.4326,10.943,166.64,18760,57238,3.34,48.747,
1983-06-30,47.5247,113.8652,10.899,168.11,18760,57238,5.89,49.0434,
1983-07-01,47.7901,113.8652,11.063,168.91,18760,57238,5.89,49.0434,
1983-07-04,47.7901,113.8652,11.063,168.91,18760,57238,5.89,49.0434,
1983-07-05,47.9949,113.8652,11.19,166.6,18760,57238,5.89,49.0434,
1983-07-06,47.9215,113.8652,11.107,168.48,18760,57238,5.89,49.0434,
1983-07-07,48.0148,113.8652,11.252,167.56,18760,57238,5.89,49.0434,
1983-07-08,48.0276,113.8652,11.229,167.08,18760,57238,5.89,49.0434,
1983-07-11,48.0905,113.8652,11.241,168.11,18760,57238,5.89,49.0434,
1983-07-12,48.0762,113.8652,11.387,165.53,18760,57238,5.89,49.0434,
1983-07-13,48.0426,113.8652,11.353,165.46,18760,57238,5.89,49.0434,
1983-07-14,48.0332,113.8652,11.354,166.01,18760,57238,5.89,49.0434,
1983-07-15,48.199,113.8652,11.433,164.29,18760,57238,5.89,49.0434,
1983-07-18,48.1584,113.8652,11.354,163.95,18760,57238,5.89,49.0434,
1983-07-19,48.1384,113.8652,11.264,164.83,18760,57238,5.89,49.0434,
1983-07-20,47.9973,113.8652,11.276,169.29,18760,57238,5.89,49.0434,
1983-07-21,48.0231,113.8652,11.276,169.06,18760,57238,5.89,49.0434,
1983-07-22,48.1104,113.8652,11.594,168.89,18760,57238,5.89,49.0434,
1983-07-25,48.1813,113.8652,11.4,169.53,18760,57238,5.89,49.0434,
1983-07-26,48.1839,113.8652,11.48,170.35,18760,57238,5.89,49.0434,
1983-07-27,48.2436,113.8652,11.515,167.59,18760,57238,5.89,49.0434,
1983-07-28,48.2573,113.8652,11.63,165.04,18760,57238,5.89,49.0434,
1983-07-29,48.402,113.8652,11.764,162.56,18760,57238,5.89,49.0434,
1983-08-01,48.9693,114.5322,11.77,162.04,18760,57238,5.89,49.7739,
1983-08-02,48.8893,114.5322,11.741,162.01,18760,57238,5.89,49.7739,
1983-08-03,48.8907,114.5322,11.741,163.44,18760,57238,5.89,49.7739,
1983-08-04,48.999,114.5322,11.924,161.33,18760,57238,5.89,49.7739,
1983-08-05,49.1147,114.5322,11.948,161.74,18760,57238,5.89,49.7739,
1983-08-08,49.1607,114.5322,12.02,159.18,18760,57238,5.89,49.7739,
1983-08-09,49.1014,114.5322,11.973,160.13,18760,57238,5.89,49.7739,
1983-08-10,49.3586,114.5322,11.973,161.54,18760,57238,5.89,49.7739,
1983-08-11,49.4283,114.5322,11.878,161.55,18760,57238,5.89,49.7739,
1983-08-12,49.4071,114.5322,11.668,162.16,18760,57238,5.89,49.7739,
1983-08-15,49.303,114.5322,11.748,163.71,18760,57238,5.89,49.7739,
1983-08-16,48.9113,114.5322,11.705,163.41,18760,57238,5.89,49.7739,
1983-08-17,48.8074,114.5322,11.571,165.29,18760,57238,5.89,49.7739,
1983-08-18,48.7439,114.5322,11.646,163.55,18760,57238,5.89,49.7739,
1983-08-19,48.8911,114.5322,11.566,163.98,18760,57238,5.89,49.7739,
1983-08-22,48.7306,114.5322,11.512,164.34,18760,57238,5.89,49.7739,
1983-08-23,48.6896,114.5322,11.523,162.77,18760,57238,5.89,49.7739,
1983-08-24,48.7436,114.5322,11.517,161.25,18760,57238,5.89,49.7739,
1983-08-25,48.7884,114.5322,11.634,160.84,18760,57238,5.89,49.7739,
1983-08-26,49.0122,114.5322,11.751,162.14,18760,57238,5.89,49.7739,
1983-08-29,49.1192,114.5322,11.81,162.25,18760,57238,5.89,49.7739,
1983-08-30,49.1834,114.5322,11.891,162.58,18760,57238,5.89,49.7739,
1983-08-31,49.2595,115.9624,11.94,164.4,18760,57238,5.89,50.364,
1983-09-01,49.4978,115.9624,11.956,164.23,18760,57238,5.89,50.364,
1983-09-02,49.5189,115.9624,11.755,165,18760,57238,5.89,50.364,
1983-09-05,49.5189,115.9624,11.755,165,18760,57238,5.89,50.364,
1983-09-06,49.4056,115.9624,11.809,167.89,18760,57238,5.89,50.364,
1983-09-07,49.473,115.9624,11.674,167.96,18760,57238,5.89,50.364,
1983-09-08,49.373,115.9624,11.712,167.77,18760,57238,5.89,50.364,
1983-09-09,49.3423,115.9624,11.446,166.92,18760,57238,5.89,50.364,
1983-09-12,49.2221,115.9624,11.53,165.48,18760,57238,5.89,50.364,
1983-09-13,49.3969,115.9624,11.604,164.8,18760,57238,5.89,50.364,
1983-09-14,49.4928,115.9624,11.743,165.36,18760,57238,5.89,50.364,
1983-09-15,49.4294,115.9624,11.732,164.38,18760,57238,5.89,50.364,
1983-09-16,49.3472,115.9624,11.711,166.24,18760,57238,5.89,50.364,
1983-09-19,49.2854,115.9624,11.608,167.62,18760,57238,5.89,50.364,
1983-09-20,49.329,115.9624,11.518,169.25,18760,57238,5.89,50.364,
1983-09-21,49.3053,115.9624,11.603,168.41,18760,57238,5.89,50.364,
1983-09-22,49.441,115.9624,11.518,169.76,18760,57238,5.89,50.364,
1983-09-23,49.2485,115.9624,11.381,169.51,18760,57238,5.89,50.364,
1983-09-26,49.1148,115.9624,11.422,170.07,18760,57238,5.89,50.364,
1983-09-27,49.1597,115.9624,11.391,168.43,18760,57238,5.89,50.364,
1983-09-28,49.0679,115.9624,11.485,168.01,18760,57238,5.89,50.364,
1983-09-29,49.0324,115.9624,11.438,167.23,18760,57238,5.89,50.364,
1983-09-30,48.9623,115.8826,11.39,166.07,18760,57238,5.94,51.0937,
1983-10-03,49.4043,115.8826,11.437,165.8,18760,57238,5.94,51.0937,
1983-10-04,49.4283,115.8826,11.358,166.27,18760,57238,5.94,51.0937,
1983-10-05,49.2397,115.8826,11.306,167.74,18760,57238,5.94,51.0937,
1983-10-06,49.1372,115.8826,11.274,170.28,18760,57238,5.94,51.0937,
1983-10-07,48.9657,115.8826,11.368,170.8,18760,57238,5.94,51.0937,
1983-10-10,48.9657,115.8826,11.368,172.65,18760,57238,5.94,51.0937,
1983-10-11,49.0667,115.8826,11.547,170.34,18760,57238,5.94,51.0937,
1983-10-12,49.2767,115.8826,11.536,169.63,18760,57238,5.94,51.0937,
1983-10-13,49.205,115.8826,11.611,169.88,18760,57238,5.94,51.0937,
1983-10-14,49.2403,115.8826,11.441,169.86,18760,57238,5.94,51.0937,
1983-10-17,49.1412,115.8826,11.43,170.43,18760,57238,5.94,51.0937,
1983-10-18,49.0249,115.8826,11.483,167.81,18760,57238,5.94,51.0937,
1983-10-19,49.0409,115.8826,11.477,166.73,18760,57238,5.94,51.0937,
1983-10-20,49.0476,115.8826,11.44,166.98,18760,57238,5.94,51.0937,
1983-10-21,49.0102,115.8826,11.568,165.95,18760,57238,5.94,51.0937,
1983-10-24,49.1851,115.8826,11.637,165.99,18760,57238,5.94,51.0937,
1983-10-25,49.1115,115.8826,11.642,166.47,18760,57238,5.94,51.0937,
1983-10-26,49.1869,115.8826,11.674,165.38,18760,57238,5.94,51.0937,
1983-10-27,49.1925,115.8826,11.631,164.84,18760,57238,5.94,51.0937,
1983-10-28,49.1976,115.8826,11.61,163.37,18760,57238,5.94,51.0937,
1983-10-31,49.2981,114.7114,11.717,163.55,18760,57238,5.94,51.4902,
1983-11-01,49.7751,114.7114,11.663,163.64,18760,57238,5.94,51.4902,
1983-11-02,49.7238,114.7114,11.663,164.84,18760,57238,5.94,51.4902,
1983-11-03,49.7631,114.7114,11.717,163.45,18760,57238,5.94,51.4902,
1983-11-04,49.875,114.7114,11.804,162.44,18760,57238,5.94,51.4902,
1983-11-07,49.9445,114.7114,11.804,161.91,18760,57238,5.94,51.4902,
1983-11-08,49.9445,114.7114,11.804,161.76,18760,57238,5.94,51.4902,
1983-11-09,49.8551,114.7114,11.817,163.97,18760,57238,5.94,51.4902,
1983-11-10,49.7467,114.7114,11.602,164.41,18760,57238,5.94,51.4902,
1983-11-11,49.7467,114.7114,11.602,166.29,18760,57238,5.94,51.4902,
1983-11-14,49.8333,114.7114,11.677,166.58,18760,57238,5.94,51.4902,
1983-11-15,49.8392,114.7114,11.645,165.36,18760,57238,5.94,51.4902,
1983-11-16,49.9155,114.7114,11.666,166.08,18760,57238,5.94,51.4902,
1983-11-17,50.0207,114.7114,11.698,166.13,18760,57238,5.94,51.4902,
1983-11-18,50.0588,114.7114,11.655,165.09,18760,57238,5.94,51.4902,
1983-11-21,50.0366,114.7114,11.601,166.05,18760,57238,5.94,51.4902,
1983-11-22,49.9313,114.7114,11.547,166.84,18760,57238,5.94,51.4902,
1983-11-23,50.0117,114.7114,11.558,166.96,18760,57238,5.94,51.4902,
1983-11-24,50.0117,114.7114,11.558,166.96,18760,57238,5.94,51.4902,
1983-11-25,50.1045,114.7114,11.52,167.18,18760,57238,5.94,51.4902,
1983-11-28,50.096,114.7114,11.589,166.54,18760,57238,5.94,51.4902,
1983-11-29,50.1086,114.7114,11.557,167.91,18760,57238,5.94,51.4902,
1983-11-30,49.9352,115.598,11.589,166.4,18760,57238,5.94,51.721,
1983-12-01,50.233,115.598,11.61,166.49,18760,57238,5.94,51.721,
1983-12-02,50.3581,115.598,11.739,165.44,18760,57238,5.94,51.721,
1983-12-05,50.5956,115.598,11.733,165.77,18760,57238,5.94,51.721,
1983-12-06,50.5081,115.598,11.749,165.47,18760,57238,5.94,51.721,
1983-12-07,50.5357,115.598,11.76,165.91,18760,57238,5.94,51.721,
1983-12-08,50.5545,115.598,11.847,165.2,18760,57238,5.94,51.721,
1983-12-09,50.7724,115.598,11.825,165.09,18760,57238,5.94,51.721,
1983-12-12,50.7764,115.598,11.863,165.62,18760,57238,5.94,51.721,
1983-12-13,50.9824,115.598,11.912,164.93,18760,57238,5.94,51.721,
1983-12-14,50.9459,115.598,11.967,163.33,18760,57238,5.94,51.721,
1983-12-15,50.9169,115.598,11.89,161.67,18760,57238,5.94,51.721,
1983-12-16,51.0101,115.598,11.857,162.39,18760,57238,5.94,51.721,
1983-12-19,51.0082,115.598,11.802,162.32,18760,57238,5.94,51.721,
1983-12-20,50.9224,115.598,11.873,162,18760,57238,5.94,51.721,
1983-12-21,50.9165,115.598,11.785,163.56,18760,57238,5.94,51.721,
1983-12-22,50.8487,115.598,11.742,163.27,18760,57238,5.94,51.721,
1983-12-23,50.7874,115.598,11.769,163.22,18760,57238,5.94,51.721,
1983-12-26,50.7874,115.598,11.769,163.22,18760,57238,5.94,51.721,
1983-12-27,50.7616,115.598,11.725,164.76,18760,57238,5.94,51.721,
1983-12-28,50.724,115.598,11.758,165.34,18760,57238,5.94,51.721,
1983-12-29,50.5583,115.598,11.758,164.86,18760,57238,5.94,51.721,
1983-12-30,50.501,115.598,11.801,164.93,18760,57238,5.94,51.721,
1984-01-02,50.7754,116.7901,11.801,164.93,16755,56592,6.01,51.9769,
1984-01-03,51.0179,116.7901,11.823,164.04,16755,56592,6.01,51.9769,
1984-01-04,51.2268,116.7901,11.746,166.78,16755,56592,6.01,51.9769,
1984-01-05,51.2457,116.7901,11.757,168.81,16755,56592,6.01,51.9769,
1984-01-06,51.2984,116.7901,11.757,169.28,16755,56592,6.01,51.9769,
1984-01-09,51.4425,116.7901,11.724,168.9,16755,56592,6.01,51.9769,
1984-01-10,51.3917,116.7901,11.713,167.95,16755,56592,6.01,51.9769,
1984-01-11,51.5579,116.7901,11.729,167.79,16755,56592,6.01,51.9769,
1984-01-12,51.5461,116.7901,11.735,167.75,16755,56592,6.01,51.9769,
1984-01-13,51.311,116.7901,11.551,167.02,16755,56592,6.01,51.9769,
1984-01-16,51.2277,116.7901,11.519,167.18,16755,56592,6.01,51.9769,
1984-01-17,51.3559,116.7901,11.551,167.83,16755,56592,6.01,51.9769,
1984-01-18,51.3212,116.7901,11.594,167.55,16755,56592,6.01,51.9769,
1984-01-19,51.2394,116.7901,11.551,167.04,16755,56592,6.01,51.9769,
1984-01-20,51.4258,116.7901,11.615,166.21,16755,56592,6.01,51.9769,
1984-01-23,51.3573,116.7901,11.583,164.87,16755,56592,6.01,51.9769,
1984-01-24,51.4577,116.7901,11.61,165.94,16755,56592,6.01,51.9769,
1984-01-25,51.4391,116.7901,11.626,164.84,16755,56592,6.01,51.9769,
1984-01-26,51.3623,116.7901,11.593,164.24,16755,56592,6.01,51.9769,
1984-01-27,51.4333,116.7901,11.593,163.94,16755,56592,6.01,51.9769,
1984-01-30,51.4041,116.7901,11.626,162.87,16755,56592,6.01,51.9769,
1984-01-31,51.4549,117.8429,11.642,163.41,16755,56592,6.01,53.0088,
1984-02-01,51.648,117.8429,11.604,162.74,16755,56592,6.01,53.0088,
1984-02-02,51.4704,117.8429,11.593,163.36,16755,56592,6.01,53.0088,
1984-02-03,51.3225,117.8429,11.615,160.91,16755,56592,6.01,53.0088,
1984-02-06,51.3759,117.8429,11.658,158.08,16755,56592,6.01,53.0088,
1984-02-07,51.5842,117.8429,11.685,158.74,16755,56592,6.01,53.0088,
1984-02-08,51.4973,117.8429,11.707,155.85,16755,56592,6.01,53.0088,
1984-02-09,51.4118,117.8429,11.712,155.42,16755,56592,6.01,53.0088,
1984-02-10,51.4744,117.8429,11.799,156.3,16755,56592,6.01,53.0088,
1984-02-13,51.4744,117.8429,11.799,154.95,16755,56592,6.01,53.0088,
1984-02-14,51.35,117.8429,11.799,156.61,16755,56592,6.01,53.0088,
1984-02-15,51.0487,117.8429,11.794,156.25,16755,56592,6.01,53.0088,
1984-02-16,51.0408,117.8429,11.843,156.13,16755,56592,6.01,53.0088,
1984-02-17,51.085,117.8429,11.888,155.74,16755,56592,6.01,53.0088,
1984-02-20,51.085,117.8429,11.888,155.74,16755,56592,6.01,53.0088,
1984-02-21,51.2723,117.8429,11.877,154.64,16755,56592,6.01,53.0088,
1984-02-22,51.017,117.8429,11.943,154.31,16755,56592,6.01,53.0088,
1984-02-23,51.0158,117.8429,11.993,154.29,16755,56592,6.01,53.0088,
1984-02-24,50.8343,117.8429,11.96,157.51,16755,56592,6.01,53.0088,
1984-02-27,50.9025,117.8429,12.033,159.3,16755,56592,6.01,53.0088,
1984-02-28,50.7251,117.8429,12.066,156.82,16755,56592,6.01,53.0088,
1984-02-29,50.6934,116.7071,12.055,157.06,16755,56592,6.01,53.2486,
1984-03-01,51.1808,116.7071,11.988,158.19,16755,56592,6.01,53.2486,
1984-03-02,50.9417,116.7071,11.944,159.24,16755,56592,6.01,53.2486,
1984-03-05,50.6598,116.7071,12.056,157.89,16755,56592,6.01,53.2486,
1984-03-06,50.5889,116.7071,12.078,156.25,16755,56592,6.01,53.2486,
1984-03-07,50.64,116.7071,12.208,154.57,16755,56592,6.01,53.2486,
1984-03-08,50.9304,116.7071,12.254,155.19,16755,56592,6.01,53.2486,
1984-03-09,50.9532,116.7071,12.237,154.35,16755,56592,6.01,53.2486,
1984-03-12,51.1466,116.7071,12.215,156.34,16755,56592,6.01,53.2486,
1984-03-13,50.8048,116.7071,12.283,156.78,16755,56592,6.01,53.2486,
1984-03-14,50.8502,116.7071,12.289,156.77,16755,56592,6.01,53.2486,
1984-03-15,50.9519,116.7071,12.158,157.41,16755,56592,6.01,53.2486,
1984-03-16,51.2082,116.7071,12.312,159.27,16755,56592,6.01,53.2486,
1984-03-19,51.2946,116.7071,12.422,157.78,16755,56592,6.01,53.2486,
1984-03-20,51.3426,116.7071,12.434,158.86,16755,56592,6.01,53.2486,
1984-03-21,51.4481,116.7071,12.498,158.66,16755,56592,6.01,53.2486,
1984-03-22,51.3782,116.7071,12.429,156.69,16755,56592,6.01,53.2486,
1984-03-23,51.3252,116.7071,12.446,156.86,16755,56592,6.01,53.2486,
1984-03-26,51.1294,116.7071,12.395,156.67,16755,56592,6.01,53.2486,
1984-03-27,51.0827,116.7071,12.435,157.3,16755,56592,6.01,53.2486,
1984-03-28,51.1312,116.7071,12.366,159.88,16755,56592,6.01,53.2486,
1984-03-29,51.0582,116.7071,12.471,159.52,16755,56592,6.01,53.2486,
1984-03-30,51.1312,116.7071,12.471,159.18,16755,56592,6.01,53.2486,
1984-04-02,51.4054,115.7247,12.536,157.98,16755,56592,6.32,53.5028,
1984-04-03,51.5526,115.7247,12.636,157.66,16755,56592,6.32,53.5028,
1984-04-04,51.5799,115.7247,12.624,157.54,16755,56592,6.32,53.5028,
1984-04-05,51.6393,115.7247,12.583,155.04,16755,56592,6.32,53.5028,
1984-04-06,51.6073,115.7247,12.507,155.48,16755,56592,6.32,53.5028,
1984-04-09,51.6679,115.7247,12.444,155.45,16755,56592,6.32,53.5028,
1984-04-10,51.5574,115.7247,12.485,155.87,16755,56592,6.32,53.5028,
1984-04-11,51.4012,115.7247,12.45,155,16755,56592,6.32,53.5028,
1984-04-12,51.5232,115.7247,12.334,157.73,16755,56592,6.32,53.5028,
1984-04-13,51.5824,115.7247,12.556,157.31,16755,56592,6.32,53.5028,
1984-04-16,51.6915,115.7247,12.569,158.32,16755,56592,6.32,53.5028,
1984-04-17,51.6927,115.7247,12.528,158.97,16755,56592,6.32,53.5028,
1984-04-18,51.6979,115.7247,12.675,157.9,16755,56592,6.32,53.5028,
1984-04-19,51.7811,115.7247,12.711,158.02,16755,56592,6.32,53.5028,
1984-04-20,51.8108,115.7247,12.711,158.02,16755,56592,6.32,53.5028,
1984-04-23,51.785,115.7247,12.784,156.8,16755,56592,6.32,53.5028,
1984-04-24,51.9471,115.7247,12.725,158.07,16755,56592,6.32,53.5028,
1984-04-25,51.8965,115.7247,12.648,158.65,16755,56592,6.32,53.5028,
