Start Date,1/1/83,,,,,,,,
End Date,,,,,,,,,
,,,,,,,,,
,USTWBGD Index,USTRBGD Index,USGG10YR Index,SPX Index,OPCRTOTL Index,OLPRTWLD Index,EHGDDEV Index,IP Index,CO1 Comdty
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
1/2/87,57.5854,108.4451,7.134,246.45,17660,60176,2.49,56.2078,#N/A N/A
1/5/87,57.7809,108.4451,7.054,252.19,17660,60176,2.49,56.2078,#N/A N/A
1/6/87,57.6633,108.4451,7.063,252.78,17660,60176,2.49,56.2078,#N/A N/A
1/7/87,57.6736,108.4451,7.001,255.33,17660,60176,2.49,56.2078,#N/A N/A
1/8/87,57.625,108.4451,7.054,257.29,17660,60176,2.49,56.2078,#N/A N/A
1/9/87,57.593,108.4451,6.992,258.73,17660,60176,2.49,56.2078,#N/A N/A
1/12/87,57.2156,108.4451,7.054,260.3,17660,60176,2.49,56.2078,#N/A N/A
1/13/87,57.0671,108.4451,7.08,259.95,17660,60176,2.49,56.2078,#N/A N/A
1/14/87,56.537,108.4451,7.089,262.64,17660,60176,2.49,56.2078,#N/A N/A
1/15/87,56.6203,108.4451,7.054,265.49,17660,60176,2.49,56.2078,#N/A N/A
1/16/87,56.5928,108.4451,7.014,266.28,17660,60176,2.49,56.2078,#N/A N/A
1/19/87,56.5928,108.4451,7.014,269.34,17660,60176,2.49,56.2078,#N/A N/A
1/20/87,56.4345,108.4451,7.001,269.04,17660,60176,2.49,56.2078,#N/A N/A
1/21/87,56.5729,108.4451,6.983,267.84,17660,60176,2.49,56.2078,#N/A N/A
1/22/87,56.1674,108.4451,7.005,273.91,17660,60176,2.49,56.2078,#N/A N/A
1/23/87,56.3708,108.4451,7.093,270.1,17660,60176,2.49,56.2078,#N/A N/A
1/26/87,56.2477,108.4451,7.133,269.61,17660,60176,2.49,56.2078,#N/A N/A
1/27/87,55.9614,108.4451,7.133,273.75,17660,60176,2.49,56.2078,#N/A N/A
1/28/87,55.7909,108.4451,7.115,275.4,17660,60176,2.49,56.2078,#N/A N/A
1/29/87,55.848,108.4451,7.115,274.24,17660,60176,2.49,56.2078,#N/A N/A
1/30/87,56.2995,108.4451,7.178,274.08,17660,60176,2.49,56.2078,#N/A N/A
2/2/87,56.4074,105.8342,7.2,276.45,17660,60176,2.49,55.9911,#N/A N/A
2/3/87,56.313,105.8342,7.218,275.99,17660,60176,2.49,55.9911,#N/A N/A
2/4/87,56.3805,105.8342,7.223,279.64,17660,60176,2.49,55.9911,#N/A N/A
2/5/87,56.689,105.8342,7.133,281.16,17660,60176,2.49,55.9911,#N/A N/A
2/6/87,56.8988,105.8342,7.169,280.04,17660,60176,2.49,55.9911,#N/A N/A
2/9/87,56.4976,105.8342,7.223,278.16,17660,60176,2.49,55.9911,#N/A N/A
2/10/87,56.2976,105.8342,7.304,275.07,17660,60176,2.49,55.9911,#N/A N/A
2/11/87,56.6166,105.8342,7.313,277.54,17660,60176,2.49,55.9911,#N/A N/A
2/12/87,56.7345,105.8342,7.232,275.62,17660,60176,2.49,55.9911,#N/A N/A
2/13/87,56.713,105.8342,7.268,279.7,17660,60176,2.49,55.9911,#N/A N/A
2/16/87,56.713,105.8342,7.268,279.7,17660,60176,2.49,55.9911,#N/A N/A
2/17/87,56.4377,105.8342,7.277,285.49,17660,60176,2.49,55.9911,#N/A N/A
2/18/87,56.5798,105.8342,7.259,285.42,17660,60176,2.49,55.9911,#N/A N/A
2/19/87,56.6807,105.8342,7.204,285.57,17660,60176,2.49,55.9911,#N/A N/A
2/20/87,56.5651,105.8342,7.241,285.48,17660,60176,2.49,55.9911,#N/A N/A
2/23/87,56.5551,105.8342,7.204,282.38,17660,60176,2.49,55.9911,#N/A N/A
2/24/87,56.5791,105.8342,7.191,282.88,17660,60176,2.49,55.9911,#N/A N/A
2/25/87,56.5257,105.8342,7.218,284,17660,60176,2.49,55.9911,#N/A N/A
2/26/87,56.4577,105.8342,7.186,282.96,17660,60176,2.49,55.9911,#N/A N/A
2/27/87,56.4788,105.8342,7.159,284.2,17660,60176,2.49,55.9911,#N/A N/A
3/2/87,56.8622,104.8508,7.15,283,17660,60176,2.49,56.7373,#N/A N/A
3/3/87,56.9108,104.8508,7.186,284.12,17660,60176,2.49,56.7373,#N/A N/A
3/4/87,56.9292,104.8508,7.114,288.62,17660,60176,2.49,56.7373,#N/A N/A
3/5/87,56.8353,104.8508,7.137,290.52,17660,60176,2.49,56.7373,#N/A N/A
3/6/87,56.8659,104.8508,7.209,290.66,17660,60176,2.49,56.7373,#N/A N/A
3/9/87,57.0021,104.8508,7.204,288.3,17660,60176,2.49,56.7373,#N/A N/A
3/10/87,57.0073,104.8508,7.209,290.86,17660,60176,2.49,56.7373,#N/A N/A
3/11/87,57.0137,104.8508,7.204,290.31,17660,60176,2.49,56.7373,#N/A N/A
3/12/87,56.8799,104.8508,7.2,291.22,17660,60176,2.49,56.7373,#N/A N/A
3/13/87,56.8082,104.8508,7.168,289.89,17660,60176,2.49,56.7373,#N/A N/A
3/16/87,56.5528,104.8508,7.2,288.23,17660,60176,2.49,56.7373,#N/A N/A
3/17/87,56.4962,104.8508,7.173,292.47,17660,60176,2.49,56.7373,#N/A N/A
3/18/87,56.4629,104.8508,7.186,292.78,17660,60176,2.49,56.7373,#N/A N/A
3/19/87,56.4331,104.8508,7.195,294.08,17660,60176,2.49,56.7373,#N/A N/A
3/20/87,56.3916,104.8508,7.205,298.17,17660,60176,2.49,56.7373,#N/A N/A
3/23/87,56.1392,104.8508,7.227,301.16,17660,60176,2.49,56.7373,#N/A N/A
3/24/87,56.0799,104.8508,7.214,301.64,17660,60176,2.49,56.7373,#N/A N/A
3/25/87,56.135,104.8508,7.232,300.38,17660,60176,2.49,56.7373,#N/A N/A
3/26/87,56.1309,104.8508,7.214,300.93,17660,60176,2.49,56.7373,#N/A N/A
3/27/87,55.9669,104.8508,7.333,296.13,17660,60176,2.49,56.7373,#N/A N/A
3/30/87,55.7303,104.8508,7.527,289.2,17660,60176,2.49,56.7373,#N/A N/A
3/31/87,55.6411,104.2061,7.537,291.7,17660,60176,2.6,56.8136,#N/A N/A
4/1/87,56.2286,104.2061,7.528,292.39,17660,60176,2.6,56.8136,#N/A N/A
4/2/87,56.1248,104.2061,7.64,293.63,17660,60176,2.6,56.8136,#N/A N/A
4/3/87,56.1595,104.2061,7.542,300.41,17660,60176,2.6,56.8136,#N/A N/A
4/6/87,56.1284,104.2061,7.523,301.95,17660,60176,2.6,56.8136,#N/A N/A
4/7/87,56.0488,104.2061,7.632,296.69,17660,60176,2.6,56.8136,#N/A N/A
4/8/87,56.2636,104.2061,7.594,297.26,17660,60176,2.6,56.8136,#N/A N/A
4/9/87,55.9559,104.2061,7.784,292.86,17660,60176,2.6,56.8136,#N/A N/A
4/10/87,55.6387,104.2061,7.958,292.49,17660,60176,2.6,56.8136,#N/A N/A
4/13/87,55.661,104.2061,8.194,285.62,17660,60176,2.6,56.8136,#N/A N/A
4/14/87,55.6017,104.2061,8.185,279.16,17660,60176,2.6,56.8136,#N/A N/A
4/15/87,55.7132,104.2061,8.047,284.44,17660,60176,2.6,56.8136,#N/A N/A
4/16/87,55.8004,104.2061,7.979,286.91,17660,60176,2.6,56.8136,#N/A N/A
4/17/87,55.8586,104.2061,7.979,286.91,17660,60176,2.6,56.8136,#N/A N/A
4/20/87,55.7489,104.2061,8.186,286.09,17660,60176,2.6,56.8136,#N/A N/A
4/21/87,55.7887,104.2061,8.097,293.07,17660,60176,2.6,56.8136,#N/A N/A
4/22/87,55.921,104.2061,8.286,287.19,17660,60176,2.6,56.8136,#N/A N/A
4/23/87,55.7329,104.2061,8.297,286.82,17660,60176,2.6,56.8136,#N/A N/A
4/24/87,55.4497,104.2061,8.449,281.52,17660,60176,2.6,56.8136,#N/A N/A
4/27/87,55.2753,104.2061,8.389,281.83,17660,60176,2.6,56.8136,#N/A N/A
4/28/87,55.4852,104.2061,8.218,282.51,17660,60176,2.6,56.8136,#N/A N/A
4/29/87,55.485,104.2061,8.471,284.57,17660,60176,2.6,56.8136,#N/A N/A
4/30/87,55.5532,102.105,8.179,288.36,17660,60176,2.6,57.185,#N/A N/A
5/1/87,55.8942,102.105,8.349,288.03,17660,60176,2.6,57.185,#N/A N/A
5/4/87,55.7569,102.105,8.467,289.36,17660,60176,2.6,57.185,#N/A N/A
5/5/87,55.6313,102.105,8.401,295.34,17660,60176,2.6,57.185,#N/A N/A
5/6/87,55.644,102.105,8.516,295.47,17660,60176,2.6,57.185,#N/A N/A
5/7/87,55.7189,102.105,8.493,294.71,17660,60176,2.6,57.185,#N/A N/A
5/8/87,55.8269,102.105,8.413,293.37,17660,60176,2.6,57.185,#N/A N/A
5/11/87,55.8858,102.105,8.596,291.57,17660,60176,2.6,57.185,#N/A N/A
5/12/87,55.8135,102.105,8.516,293.3,17660,60176,2.6,57.185,#N/A N/A
5/13/87,55.8579,102.105,8.511,293.98,17660,60176,2.6,57.185,#N/A N/A
5/14/87,55.7953,102.105,8.568,294.24,17660,60176,2.6,57.185,#N/A N/A
5/15/87,55.7587,102.105,8.749,287.43,17660,60176,2.6,57.185,#N/A N/A
5/18/87,55.7328,102.105,8.748,286.65,17660,60176,2.6,57.185,#N/A N/A
5/19/87,55.7351,102.105,8.903,279.62,17660,60176,2.6,57.185,#N/A N/A
5/20/87,55.7157,102.105,8.903,278.21,17660,60176,2.6,57.185,#N/A N/A
5/21/87,55.8145,102.105,8.864,280.17,17660,60176,2.6,57.185,#N/A N/A
5/22/87,55.843,102.105,8.748,282.16,17660,60176,2.6,57.185,#N/A N/A
5/25/87,55.843,102.105,8.748,282.16,17660,60176,2.6,57.185,#N/A N/A
5/26/87,56.303,102.105,8.482,289.11,17660,60176,2.6,57.185,#N/A N/A
5/27/87,56.4758,102.105,8.553,288.73,17660,60176,2.6,57.185,#N/A N/A
5/28/87,56.3909,102.105,8.538,290.76,17660,60176,2.6,57.185,#N/A N/A
5/29/87,56.4364,102.105,8.463,290.1,17660,60176,2.6,57.185,#N/A N/A
6/1/87,57.1008,101.4451,8.425,289.83,17660,60176,2.6,57.5424,#N/A N/A
6/2/87,56.6259,101.4451,8.777,288.46,17660,60176,2.6,57.5424,#N/A N/A
6/3/87,56.6963,101.4451,8.585,293.47,17660,60176,2.6,57.5424,#N/A N/A
6/4/87,56.9186,101.4451,8.533,295.09,17660,60176,2.6,57.5424,#N/A N/A
6/5/87,56.8496,101.4451,8.481,293.45,17660,60176,2.6,57.5424,#N/A N/A
6/8/87,56.7303,101.4451,8.519,296.72,17660,60176,2.6,57.5424,#N/A N/A
6/9/87,56.4873,101.4451,8.552,297.28,17660,60176,2.6,57.5424,#N/A N/A
6/10/87,56.4785,101.4451,8.552,297.47,17660,60176,2.6,57.5424,#N/A N/A
6/11/87,56.4773,101.4451,8.5,298.73,17660,60176,2.6,57.5424,#N/A N/A
6/12/87,56.698,101.4451,8.303,301.62,17660,60176,2.6,57.5424,#N/A N/A
6/15/87,56.9323,101.4451,8.256,303.14,17660,60176,2.6,57.5424,#N/A N/A
6/16/87,56.9128,101.4451,8.261,304.76,17660,60176,2.6,57.5424,#N/A N/A
6/17/87,56.9105,101.4451,8.201,304.81,17660,60176,2.6,57.5424,#N/A N/A
6/18/87,56.9133,101.4451,8.307,305.69,17660,60176,2.6,57.5424,#N/A N/A
6/19/87,57.0001,101.4451,8.293,306.97,17660,60176,2.6,57.5424,#N/A N/A
6/22/87,57.1507,101.4451,8.219,309.65,17660,60176,2.6,57.5424,#N/A N/A
6/23/87,57.1057,101.4451,8.242,308.43,17660,60176,2.6,57.5424,#N/A N/A
6/24/87,56.8862,101.4451,8.297,306.86,17660,60176,2.6,57.5424,#N/A N/A
6/25/87,57.0178,101.4451,8.279,308.96,17660,60176,2.6,57.5424,#N/A N/A
6/26/87,57.0296,101.4451,8.334,307.16,17660,60176,2.6,57.5424,#N/A N/A
6/29/87,57.1181,101.4451,8.325,307.9,17660,60176,2.6,57.5424,#N/A N/A
6/30/87,57.0456,102.5244,8.367,304,17660,60176,5.31,57.8502,#N/A N/A
7/1/87,57.3987,102.5244,8.348,302.94,17660,60176,5.31,57.8502,#N/A N/A
7/2/87,57.4495,102.5244,8.292,305.63,17660,60176,5.31,57.8502,#N/A N/A
7/3/87,57.6152,102.5244,8.292,305.63,17660,60176,5.31,57.8502,#N/A N/A
7/6/87,57.6335,102.5244,8.301,304.92,17660,60176,5.31,57.8502,#N/A N/A
7/7/87,57.6378,102.5244,8.245,307.4,17660,60176,5.31,57.8502,#N/A N/A
7/8/87,57.7257,102.5244,8.306,308.29,17660,60176,5.31,57.8502,#N/A N/A
7/9/87,57.6508,102.5244,8.367,307.52,17660,60176,5.31,57.8502,#N/A N/A
7/10/87,57.7404,102.5244,8.315,308.37,17660,60176,5.31,57.8502,#N/A N/A
7/13/87,57.7235,102.5244,8.366,307.63,17660,60176,5.31,57.8502,#N/A N/A
7/14/87,57.7724,102.5244,8.319,310.68,17660,60176,5.31,57.8502,#N/A N/A
7/15/87,57.452,102.5244,8.427,310.42,17660,60176,5.31,57.8502,#N/A N/A
7/16/87,57.6238,102.5244,8.399,312.7,17660,60176,5.31,57.8502,#N/A N/A
7/17/87,57.9712,102.5244,8.357,314.59,17660,60176,5.31,57.8502,#N/A N/A
7/20/87,58.0272,102.5244,8.408,311.39,17660,60176,5.31,57.8502,#N/A N/A
7/21/87,58.0637,102.5244,8.489,308.55,17660,60176,5.31,57.8502,#N/A N/A
7/22/87,58.0501,102.5244,8.541,308.47,17660,60176,5.31,57.8502,#N/A N/A
7/23/87,57.8999,102.5244,8.517,307.81,17660,60176,5.31,57.8502,#N/A N/A
7/24/87,57.9195,102.5244,8.575,309.27,17660,60176,5.31,57.8502,#N/A N/A
7/27/87,57.9484,102.5244,8.56,310.65,17660,60176,5.31,57.8502,#N/A N/A
7/28/87,57.9473,102.5244,8.613,312.33,17660,60176,5.31,57.8502,#N/A N/A
7/29/87,57.9686,102.5244,8.551,315.65,17660,60176,5.31,57.8502,#N/A N/A
7/30/87,57.8773,102.5244,8.594,318.05,17660,60176,5.31,57.8502,#N/A N/A
7/31/87,57.8763,103.4322,8.652,318.66,17660,60176,5.31,58.2421,#N/A N/A
8/3/87,58.1838,103.4322,8.783,317.57,17660,60176,5.31,58.2421,#N/A N/A
8/4/87,58.5431,103.4322,8.778,316.23,17660,60176,5.31,58.2421,#N/A N/A
8/5/87,58.3136,103.4322,8.7,318.45,17660,60176,5.31,58.2421,#N/A N/A
8/6/87,58.3893,103.4322,8.7,322.09,17660,60176,5.31,58.2421,#N/A N/A
8/7/87,58.4931,103.4322,8.671,323,17660,60176,5.31,58.2421,#N/A N/A
8/10/87,58.5023,103.4322,8.715,328,17660,60176,5.31,58.2421,#N/A N/A
8/11/87,58.5659,103.4322,8.72,333.33,17660,60176,5.31,58.2421,#N/A N/A
8/12/87,58.48,103.4322,8.712,332.39,17660,60176,5.31,58.2421,#N/A N/A
8/13/87,58.4292,103.4322,8.579,334.65,17660,60176,5.31,58.2421,#N/A N/A
8/14/87,58.2307,103.4322,8.551,333.99,17660,60176,5.31,58.2421,#N/A N/A
8/17/87,58.2146,103.4322,8.584,334.11,17660,60176,5.31,58.2421,#N/A N/A
8/18/87,57.6287,103.4322,8.716,329.25,17660,60176,5.31,58.2421,#N/A N/A
8/19/87,57.5317,103.4322,8.798,329.83,17660,60176,5.31,58.2421,#N/A N/A
8/20/87,57.3232,103.4322,8.735,334.84,17660,60176,5.31,58.2421,#N/A N/A
8/21/87,57.0922,103.4322,8.764,335.9,17660,60176,5.31,58.2421,#N/A N/A
8/24/87,56.9805,103.4322,8.774,333.33,17660,60176,5.31,58.2421,#N/A N/A
8/25/87,57.1373,103.4322,8.721,336.77,17660,60176,5.31,58.2421,#N/A N/A
8/26/87,57.1693,103.4322,8.769,334.57,17660,60176,5.31,58.2421,#N/A N/A
8/27/87,56.9308,103.4322,8.957,331.38,17660,60176,5.31,58.2421,#N/A N/A
8/28/87,56.9128,103.4322,8.996,327.04,17660,60176,5.31,58.2421,#N/A N/A
8/31/87,56.9011,102.8354,8.967,329.8,17660,60176,5.31,58.6784,#N/A N/A
9/1/87,57.1511,102.8354,9.085,323.4,17660,60176,5.31,58.6784,#N/A N/A
9/2/87,56.9738,102.8354,9.244,321.68,17660,60176,5.31,58.6784,#N/A N/A
9/3/87,56.8726,102.8354,9.249,320.21,17660,60176,5.31,58.6784,#N/A N/A
9/4/87,56.9501,102.8354,9.289,316.7,17660,60176,5.31,58.6784,#N/A N/A
9/7/87,56.9501,102.8354,9.289,316.7,17660,60176,5.31,58.6784,#N/A N/A
9/8/87,56.8882,102.8354,9.482,313.56,17660,60176,5.31,58.6784,#N/A N/A
9/9/87,56.9923,102.8354,9.446,313.92,17660,60176,5.31,58.6784,#N/A N/A
9/10/87,57.1685,102.8354,9.38,317.13,17660,60176,5.31,58.6784,#N/A N/A
9/11/87,57.0896,102.8354,9.33,321.98,17660,60176,5.31,58.6784,#N/A N/A
9/14/87,57.375,102.8354,9.325,323.08,17660,60176,5.31,58.6784,#N/A N/A
9/15/87,57.2831,102.8354,9.487,317.74,17660,60176,5.31,58.6784,#N/A N/A
9/16/87,57.3114,102.8354,9.493,314.86,17660,60176,5.31,58.6784,#N/A N/A
9/17/87,57.2178,102.8354,9.36,314.93,17660,60176,5.31,58.6784,#N/A N/A
9/18/87,57.0453,102.8354,9.381,314.86,17660,60176,5.31,58.6784,#N/A N/A
9/21/87,57.2033,102.8354,9.442,310.54,17660,60176,5.31,58.6784,#N/A N/A
9/22/87,57.3376,102.8354,9.361,319.5,17660,60176,5.31,58.6784,#N/A N/A
9/23/87,57.3317,102.8354,9.381,321.19,17660,60176,5.31,58.6784,#N/A N/A
9/24/87,57.3175,102.8354,9.524,319.72,17660,60176,5.31,58.6784,#N/A N/A
9/25/87,57.2684,102.8354,9.514,320.16,17660,60176,5.31,58.6784,#N/A N/A
9/28/87,57.3108,102.8354,9.494,323.2,17660,60176,5.31,58.6784,#N/A N/A
9/29/87,57.6154,102.8354,9.659,321.69,17660,60176,5.31,58.6784,#N/A N/A
9/30/87,57.6827,101.1997,9.587,321.83,17660,60176,4.99,58.9088,#N/A N/A
10/1/87,58.0662,101.1997,9.649,327.33,17660,60176,4.99,58.9088,#N/A N/A
10/2/87,57.9881,101.1997,9.577,328.07,17660,60176,4.99,58.9088,#N/A N/A
10/5/87,58.0207,101.1997,9.692,328.08,17660,60176,4.99,58.9088,#N/A N/A
10/6/87,57.8971,101.1997,9.671,319.22,17660,60176,4.99,58.9088,#N/A N/A
10/7/87,57.7248,101.1997,9.734,318.54,17660,60176,4.99,58.9088,#N/A N/A
10/8/87,57.6276,101.1997,9.823,314.16,17660,60176,4.99,58.9088,#N/A N/A
10/9/87,57.4899,101.1997,9.888,311.07,17660,60176,4.99,58.9088,#N/A N/A
10/12/87,57.4899,101.1997,9.888,309.39,17660,60176,4.99,58.9088,#N/A N/A
10/13/87,57.5295,101.1997,9.867,314.52,17660,60176,4.99,58.9088,#N/A N/A
10/14/87,57.3657,101.1997,10.195,305.23,17660,60176,4.99,58.9088,#N/A N/A
10/15/87,57.1649,101.1997,10.234,298.08,17660,60176,4.99,58.9088,#N/A N/A
10/16/87,57.1947,101.1997,10.131,282.7,17660,60176,4.99,58.9088,#N/A N/A
10/19/87,56.9092,101.1997,9.647,224.84,17660,60176,4.99,58.9088,#N/A N/A
10/20/87,57.5455,101.1997,9.399,236.83,17660,60176,4.99,58.9088,#N/A N/A
10/21/87,57.5664,101.1997,9.313,258.38,17660,60176,4.99,58.9088,#N/A N/A
10/22/87,57.6289,101.1997,8.924,248.25,17660,60176,4.99,58.9088,#N/A N/A
10/23/87,57.2159,101.1997,8.968,248.22,17660,60176,4.99,58.9088,#N/A N/A
10/26/87,57.0695,101.1997,8.724,227.67,17660,60176,4.99,58.9088,#N/A N/A
10/27/87,56.9635,101.1997,8.924,233.19,17660,60176,4.99,58.9088,#N/A N/A
10/28/87,56.6804,101.1997,8.983,233.28,17660,60176,4.99,58.9088,#N/A N/A
10/29/87,56.4918,101.1997,8.802,244.77,17660,60176,4.99,58.9088,#N/A N/A
10/30/87,56.4894,101.1997,8.875,251.79,17660,60176,4.99,58.9088,#N/A N/A
11/2/87,56.5063,100.7621,8.988,255.75,17660,60176,4.99,59.7008,#N/A N/A
11/3/87,56.6234,100.7621,8.919,250.82,17660,60176,4.99,59.7008,#N/A N/A
11/4/87,56.5751,100.7621,8.88,248.96,17660,60176,4.99,59.7008,#N/A N/A
11/5/87,56.0343,100.7621,8.729,254.48,17660,60176,4.99,59.7008,#N/A N/A
11/6/87,56.0241,100.7621,8.762,250.41,17660,60176,4.99,59.7008,#N/A N/A
11/9/87,55.7959,100.7621,8.748,243.17,17660,60176,4.99,59.7008,#N/A N/A
11/10/87,55.8461,100.7621,8.786,239,17660,60176,4.99,59.7008,#N/A N/A
11/11/87,55.8461,100.7621,8.786,241.9,17660,60176,4.99,59.7008,#N/A N/A
11/12/87,56.2771,100.7621,8.781,248.52,17660,60176,4.99,59.7008,#N/A N/A
11/13/87,56.1595,100.7621,8.857,245.64,17660,60176,4.99,59.7008,#N/A N/A
11/16/87,56.3548,100.7621,8.814,246.76,17660,60176,4.99,59.7008,#N/A N/A
11/17/87,56.1483,100.7621,8.848,243.04,17660,60176,4.99,59.7008,#N/A N/A
11/18/87,56.0633,100.7621,8.848,245.55,17660,60176,4.99,59.7008,#N/A N/A
11/19/87,55.9103,100.7621,8.824,240.05,17660,60176,4.99,59.7008,#N/A N/A
11/20/87,55.9679,100.7621,8.757,242,17660,60176,4.99,59.7008,#N/A N/A
11/23/87,55.7807,100.7621,8.809,242.99,17660,60176,4.99,59.7008,#N/A N/A
11/24/87,56.0355,100.7621,8.919,246.39,17660,60176,4.99,59.7008,#N/A N/A
11/25/87,55.7526,100.7621,8.972,244.1,17660,60176,4.99,59.7008,#N/A N/A
11/26/87,55.7526,100.7621,8.972,244.1,17660,60176,4.99,59.7008,#N/A N/A
11/27/87,55.5161,100.7621,9.078,240.34,17660,60176,4.99,59.7008,#N/A N/A
11/30/87,55.2284,97.6683,8.972,230.3,17660,60176,4.99,59.9956,#N/A N/A
12/1/87,56.1061,97.6683,8.996,232,17660,60176,4.99,59.9956,#N/A N/A
12/2/87,56.1219,97.6683,8.986,233.45,17660,60176,4.99,59.9956,#N/A N/A
12/3/87,56.1876,97.6683,8.894,225.21,17660,60176,4.99,59.9956,#N/A N/A
12/4/87,56.2508,97.6683,8.962,223.92,17660,60176,4.99,59.9956,#N/A N/A
12/7/87,56.2811,97.6683,9.059,228.76,17660,60176,4.99,59.9956,#N/A N/A
12/8/87,56.2312,97.6683,9.063,234.91,17660,60176,4.99,59.9956,#N/A N/A
12/9/87,56.1215,97.6683,9.049,238.89,17660,60176,4.99,59.9956,#N/A N/A
12/10/87,55.5871,97.6683,9.221,233.57,17660,60176,4.99,59.9956,#N/A N/A
12/11/87,55.425,97.6683,9.285,235.32,17660,60176,4.99,59.9956,#N/A N/A
12/14/87,55.3762,97.6683,9.201,242.19,17660,60176,4.99,59.9956,#N/A N/A
12/15/87,55.3373,97.6683,9.049,242.8,17660,60176,4.99,59.9956,#N/A N/A
12/16/87,55.313,97.6683,9.005,248.08,17660,60176,4.99,59.9956,#N/A N/A
12/17/87,55.117,97.6683,9.029,242.98,17660,60176,4.99,59.9956,#N/A N/A
12/18/87,55.2988,97.6683,8.845,249.16,17660,60176,4.99,59.9956,#N/A N/A
12/21/87,55.3011,97.6683,8.893,249.54,17660,60176,4.99,59.9956,#N/A N/A
12/22/87,55.1939,97.6683,8.937,249.95,17660,60176,4.99,59.9956,#N/A N/A
12/23/87,55.2868,97.6683,8.812,253.16,17660,60176,4.99,59.9956,#N/A N/A
12/24/87,55.1578,97.6683,8.826,252.02,17660,60176,4.99,59.9956,#N/A N/A
12/25/87,55.1578,97.6683,8.826,252.02,17660,60176,4.99,59.9956,#N/A N/A
12/28/87,54.5725,97.6683,8.908,245.57,17660,60176,4.99,59.9956,#N/A N/A
12/29/87,54.5993,97.6683,8.797,244.59,17660,60176,4.99,59.9956,#N/A N/A
12/30/87,54.5713,97.6683,8.754,247.86,17660,60176,4.99,59.9956,#N/A N/A
12/31/87,54.1279,95.5095,8.859,247.08,16742,60406,7.06,60.3246,#N/A N/A
1/1/88,54.5931,95.5095,8.859,247.08,16742,60406,7.06,60.3246,#N/A N/A
1/4/88,54.8245,95.5095,8.792,255.94,16742,60406,7.06,60.3246,#N/A N/A
1/5/88,55.5883,95.5095,8.725,258.63,16742,60406,7.06,60.3246,#N/A N/A
1/6/88,55.9879,95.5095,8.859,258.89,16742,60406,7.06,60.3246,#N/A N/A
1/7/88,55.7865,95.5095,8.801,261.07,16742,60406,7.06,60.3246,#N/A N/A
1/8/88,55.9326,95.5095,8.922,243.4,16742,60406,7.06,60.3246,#N/A N/A
1/11/88,55.7391,95.5095,8.922,247.49,16742,60406,7.06,60.3246,#N/A N/A
1/12/88,55.6246,95.5095,8.926,245.42,16742,60406,7.06,60.3246,#N/A N/A
1/13/88,55.5617,95.5095,8.854,245.81,16742,60406,7.06,60.3246,#N/A N/A
1/14/88,55.6514,95.5095,8.83,245.88,16742,60406,7.06,60.3246,#N/A N/A
1/15/88,56.3116,95.5095,8.587,252.05,16742,60406,7.06,60.3246,#N/A N/A
1/18/88,56.3116,95.5095,8.587,251.88,16742,60406,7.06,60.3246,#N/A N/A
1/19/88,56.1376,95.5095,8.625,249.32,16742,60406,7.06,60.3246,#N/A N/A
1/20/88,55.8659,95.5095,8.591,242.63,16742,60406,7.06,60.3246,#N/A N/A
1/21/88,55.8291,95.5095,8.521,243.14,16742,60406,7.06,60.3246,#N/A N/A
1/22/88,55.9599,95.5095,8.464,246.5,16742,60406,7.06,60.3246,#N/A N/A
1/25/88,56.0016,95.5095,8.45,252.17,16742,60406,7.06,60.3246,#N/A N/A
1/26/88,55.9987,95.5095,8.534,249.57,16742,60406,7.06,60.3246,#N/A N/A
1/27/88,55.9209,95.5095,8.339,249.38,16742,60406,7.06,60.3246,#N/A N/A
1/28/88,55.8272,95.5095,8.311,253.29,16742,60406,7.06,60.3246,#N/A N/A
1/29/88,55.9743,95.5095,8.256,257.07,16742,60406,7.06,60.3246,#N/A N/A
2/1/88,56.4866,95.5927,8.274,255.04,16742,60406,7.06,60.309,#N/A N/A
2/2/88,56.3114,95.5927,8.173,255.57,16742,60406,7.06,60.309,#N/A N/A
2/3/88,56.314,95.5927,8.219,252.21,16742,60406,7.06,60.309,#N/A N/A
2/4/88,56.3599,95.5927,8.271,252.21,16742,60406,7.06,60.309,#N/A N/A
2/5/88,56.4419,95.5927,8.103,250.96,16742,60406,7.06,60.309,#N/A N/A
2/8/88,56.3716,95.5927,8.173,249.1,16742,60406,7.06,60.309,#N/A N/A
2/9/88,56.4827,95.5927,8.145,251.72,16742,60406,7.06,60.309,#N/A N/A
2/10/88,56.3975,95.5927,8.094,256.66,16742,60406,7.06,60.309,#N/A N/A
2/11/88,56.3787,95.5927,8.154,255.95,16742,60406,7.06,60.309,#N/A N/A
2/12/88,56.714,95.5927,8.247,257.63,16742,60406,7.06,60.309,#N/A N/A
2/15/88,56.714,95.5927,8.247,257.63,16742,60406,7.06,60.309,#N/A N/A
2/16/88,56.6229,95.5927,8.294,259.83,16742,60406,7.06,60.309,#N/A N/A
2/17/88,56.5772,95.5927,8.299,259.21,16742,60406,7.06,60.309,#N/A N/A
2/18/88,56.634,95.5927,8.261,257.91,16742,60406,7.06,60.309,#N/A N/A
